t_wall_s,elapsed_s,side,cam,temp_c
1783406505.4,161.5,right,imu,34.61
1783406505.4,161.5,right,0,30.05
1783406505.4,161.5,right,1,34.48
1783406505.4,161.5,right,2,40.77
1783406505.4,161.5,right,3,45.30
1783406505.4,161.5,right,4,43.71
1783406505.4,161.5,right,5,41.71
1783406505.4,161.5,right,6,40.95
1783406505.4,161.5,right,7,39.20
1783406510.4,166.6,left,imu,56.03
1783406510.4,166.6,left,0,52.82
1783406510.4,166.6,left,1,55.47
1783406510.4,166.6,left,2,58.80
1783406510.4,166.6,left,3,56.83
1783406510.4,166.6,left,4,56.89
1783406510.4,166.6,left,5,59.66
1783406510.4,166.6,left,6,59.09
1783406510.4,166.6,left,7,57.03
1783406510.4,166.6,right,imu,34.56
1783406510.4,166.6,right,0,29.90
1783406510.4,166.6,right,1,34.33
1783406510.4,166.6,right,2,40.62
1783406510.4,166.6,right,3,45.07
1783406510.4,166.6,right,4,43.49
1783406510.4,166.6,right,5,41.49
1783406510.4,166.6,right,6,40.80
1783406510.4,166.6,right,7,39.05
1783406515.5,171.6,left,imu,55.89
1783406515.5,171.6,left,0,52.59
1783406515.5,171.6,left,1,55.32
1783406515.5,171.6,left,2,58.58
1783406515.5,171.6,left,3,56.53
1783406515.5,171.6,left,4,56.74
1783406515.5,171.6,left,5,59.44
1783406515.5,171.6,left,6,58.79
1783406515.5,171.6,left,7,56.80
1783406515.5,171.6,right,imu,34.56
1783406515.5,171.6,right,0,29.90
1783406515.5,171.6,right,1,34.18
1783406515.5,171.6,right,2,40.39
1783406515.5,171.6,right,3,44.77
1783406515.5,171.6,right,4,43.26
1783406515.5,171.6,right,5,41.34
1783406515.5,171.6,right,6,40.58
1783406515.5,171.6,right,7,38.89
1783406520.5,176.7,left,imu,55.55
1783406520.5,176.7,left,0,52.44
1783406520.5,176.7,left,1,55.09
1783406520.5,176.7,left,2,58.36
1783406520.5,176.7,left,3,56.61
1783406520.5,176.7,left,4,56.74
1783406520.5,176.7,left,5,59.29
1783406520.5,176.7,left,6,58.64
1783406520.5,176.7,left,7,56.57
1783406520.5,176.7,right,imu,34.27
1783406520.5,176.7,right,0,29.90
1783406520.5,176.7,right,1,34.10
1783406520.5,176.7,right,2,40.24
1783406520.5,176.7,right,3,44.55
1783406520.5,176.7,right,4,43.03
1783406520.5,176.7,right,5,41.11
1783406520.5,176.7,right,6,40.35
1783406520.5,176.7,right,7,38.74
1783406525.6,181.7,left,imu,55.31
1783406525.6,181.7,left,0,52.21
1783406525.6,181.7,left,1,54.86
1783406525.6,181.7,left,2,58.13
1783406525.6,181.7,left,3,56.08
1783406525.6,181.7,left,4,56.51
1783406525.6,181.7,left,5,58.99
1783406525.6,181.7,left,6,58.34
1783406525.6,181.7,left,7,56.35
1783406525.6,181.7,right,imu,34.08
1783406525.6,181.7,right,0,29.90
1783406525.6,181.7,right,1,33.95
1783406525.6,181.7,right,2,40.09
1783406525.6,181.7,right,3,44.39
1783406525.6,181.7,right,4,42.88
1783406525.6,181.7,right,5,40.89
1783406525.6,181.7,right,6,40.27
1783406525.6,181.7,right,7,38.59
1783406530.6,186.8,left,imu,55.31
1783406530.6,186.8,left,0,52.05
1783406530.6,186.8,left,1,54.63
1783406530.6,186.8,left,2,57.90
1783406530.6,186.8,left,3,56.15
1783406530.6,186.8,left,4,56.21
1783406530.6,186.8,left,5,58.76
1783406530.6,186.8,left,6,58.11
1783406530.6,186.8,left,7,56.20
1783406530.6,186.8,right,imu,34.04
1783406530.6,186.8,right,0,29.90
1783406530.6,186.8,right,1,33.87
1783406530.6,186.8,right,2,39.86
1783406530.6,186.8,right,3,44.09
1783406530.6,186.8,right,4,42.65
1783406530.6,186.8,right,5,40.74
1783406530.6,186.8,right,6,40.12
1783406530.6,186.8,right,7,38.44
1783406535.7,191.8,left,imu,54.93
1783406535.7,191.8,left,0,51.83
1783406535.7,191.8,left,1,54.48
1783406535.7,191.8,left,2,57.68
1783406535.7,191.8,left,3,55.55
1783406535.7,191.8,left,4,55.98
1783406535.7,191.8,left,5,58.54
1783406535.7,191.8,left,6,57.96
1783406535.7,191.8,left,7,55.97
1783406535.7,191.8,right,imu,34.04
1783406535.7,191.8,right,0,29.90
1783406535.7,191.8,right,1,33.72
1783406535.7,191.8,right,2,39.71
1783406535.7,191.8,right,3,43.94
1783406535.7,191.8,right,4,42.50
1783406535.7,191.8,right,5,40.59
1783406535.7,191.8,right,6,39.97
1783406535.7,191.8,right,7,38.29
1783406540.7,196.9,left,imu,54.98
1783406540.7,196.9,left,0,51.68
1783406540.7,196.9,left,1,54.33
1783406540.7,196.9,left,2,57.45
1783406540.7,196.9,left,3,55.62
1783406540.7,196.9,left,4,55.75
1783406540.7,196.9,left,5,58.31
1783406540.7,196.9,left,6,57.65
1783406540.7,196.9,left,7,55.74
1783406540.7,196.9,right,imu,33.84
1783406540.7,196.9,right,0,29.83
1783406540.7,196.9,right,1,33.64
1783406540.7,196.9,right,2,39.48
1783406540.7,196.9,right,3,43.71
1783406540.7,196.9,right,4,42.27
1783406540.7,196.9,right,5,40.44
1783406540.7,196.9,right,6,39.82
1783406540.7,196.9,right,7,38.21
1783406545.8,201.9,left,imu,54.79
1783406545.8,201.9,left,0,51.53
1783406545.8,201.9,left,1,54.11
1783406545.8,201.9,left,2,57.30
